Patent #	Patent Title	Lab	Issue Date	
7472652	Demolition charge having multi-primed initiation system	NAVSEA Crane	1/6/2009	
7474980	Automated tool for monitoring archaeological sites (ATMAS.TM.)	ERDC Construction Engineering Research Laboratory	1/6/2009	
7474985	Method and system for detecting changes in data	"SPAWAR Systems Center, Pacific"	1/6/2009	
7475304	Bit error tester	Sensors Directorate	1/6/2009	
7470883	Non-invasive initiation detonation sensor	NAVSEA Crane	12/30/2008	
7472152	Accommodating fourier transformation attenuation between transform term frequencies	Sensors Directorate	12/30/2008	
7469623	Remote firing mechanism to enable firing remotely from a weapon breech	"U.S. Army Armament Research, Development and Engineering Center"	12/30/2008	
7469002	Mid-infrared optically pumped unstable resonator laser	Air Force Research Lab	12/23/2008	
7466369	Portable projector using a transmissive microdisplay	"SPAWAR Systems Center, Pacific"	12/16/2008	
7459324	Metal nanoparticle photonic bandgap device in SOI method	"SPAWAR Systems Center, Pacific"	12/2/2008	
7458304	Mortar bomb vacuum positioning apparatus	"U.S. Army Armament Research, Development and Engineering Center"	12/2/2008	
7458305	Modular safe room	NAVSEA Crane	12/2/2008	
7457501	Electromagnetic energy coupler	"SPAWAR Systems Center, Pacific"	11/25/2008	
7452951	Multifunctional self-decontaminating surface coating	Naval Research Laboratory	11/18/2008	
7451702	Electrically-fired multiple projectile large caliber round	"U.S. Army Armament Research, Development and Engineering Center"	11/18/2008	
7450537	Intermixing communication modes on a time domain multiple access network	"SPAWAR Systems Center, Pacific"	11/11/2008	
7445717	Process for treating waste from the production of energetics	ERDC Construction Engineering Research Laboratory	11/4/2008	
7444891	In-water hull cleaning sampling method	"SPAWAR Systems Center, Pacific"	11/4/2008	
7445299	Mine resistant band track	311th Human Systems Wing Brooks City-Base	11/4/2008	
7441793	Tow hitch lunette assembly	311th Human Systems Wing Brooks City-Base	10/28/2008	
7442137	Eccentric mounting and adjustment system for belt driven devices	311th Human Systems Wing Brooks City-Base	10/28/2008	
7437959	In-water hull cleaning sampling device	"SPAWAR Systems Center, Pacific"	10/21/2008	
7440989	Kernel function approximation and receiver	Sensors Directorate	10/21/2008	
7432132	Integrated diamond carrier method for laser bar arrays	Directed Energy Directorate	10/7/2008	
H2224	Self-calibrating large baseline interferometer formed from two aircraft	Sensors Directorate	10/7/2008	
7431970	Method of polymer nanolithography	Materials & Manufacturing Directorate	10/7/2008	
7428782	Plotting board with magnetic pivot	"U.S. Army Armament Research, Development and Engineering Center"	9/30/2008	
7425922	Wearable small-sized patch antenna for use with a satellite	"SPAWAR Systems Center, Pacific"	9/16/2008	
7425705	Thermoluminescent reader system	"Army Aviation & Missile Research, Development & Engineering Center"	9/16/2008	
7421934	Mortar tube for training	"U.S. Army Armament Research, Development and Engineering Center"	9/9/2008	
7424375	Tidal seepage meter	"SPAWAR Systems Center, Pacific"	9/9/2008	
7422102	Container for ammunition	"U.S. Army Armament Research, Development and Engineering Center"	9/9/2008	
7424029	Stochastic unified multiple access to a communications channel	"SPAWAR Systems Center, Pacific"	9/9/2008	
7421349	Bearing fault signature detection	NAVSEA Panama City	9/2/2008	
7418906	Dual spin canister ammunition	"U.S. Army Armament Research, Development and Engineering Center"	9/2/2008	
7419327	Method for fabricating and employing a paving system using arrays of vertically interlocking paving blocks	ERDC Geotechnical and Structures Laboratory	9/2/2008	
7420366	Coupled nonlinear sensor system	"SPAWAR Systems Center, Pacific"	9/2/2008	
7420421	Open-loop RF transmitter output power control for increased power efficiency	"SPAWAR Systems Center, Pacific"	9/2/2008	
7412144	Photonic crystal-based optical waveguide modulator	"Army Aviation & Missile Research, Development & Engineering Center"	8/12/2008	
7406908	Method of making a one-piece loop for ammunition cartridge	"U.S. Army Armament Research, Development and Engineering Center"	8/5/2008	
7406907	Coupling for connecting ammunition cartridge loops	"U.S. Army Armament Research, Development and Engineering Center"	8/5/2008	
7409374	Explosive event discrimination method	"U.S. Army Armament Research, Development and Engineering Center"	8/5/2008	
H2222	Normalized matched filter--a low rank approach	Sensors Directorate	8/5/2008	
h2222	Normalized matched filter--a low rank approach	Human Effectiveness Directorate	8/5/2008	
7395922	Container for grenades	"U.S. Army Armament Research, Development and Engineering Center"	7/8/2008	
7395761	Variable-force payload ejecting system	"Army Aviation & Missile Research, Development & Engineering Center"	7/8/2008	
7397440	Extended phase center tapered slot antenna	"SPAWAR Systems Center, Pacific"	7/8/2008	
7393045	Two-piece armored cab system	"Tank-Automotive Research, Development and Engineering Center"	7/1/2008	
7391877	Spatial processor for enhanced performance in multi-talker speech displays	Human Effectiveness Directorate	6/24/2008	
7391818	Energy-control and path-selection method and apparatus for digital diversity signaling	"SPAWAR Systems Center, Pacific"	6/24/2008	
7391504	Low cost night vision apparatus and cockpit lighting compatibility evaluation via visual acuity	Human Effectiveness Directorate	6/24/2008	
7388247	High precision microelectromechanical capacitor with programmable voltage source	"SPAWAR Systems Center, Pacific"	6/17/2008	
7386151	System and method for assessing suspicious behaviors	NAVSEA Panama City	6/10/2008	
7381937	Image analysis and enhancement system	"Army Aviation & Missile Research, Development & Engineering Center"	6/3/2008	
7381583	MEMS RF switch integrated process	Sensors Directorate	6/3/2008	
7383071	Microsensor system and method for measuring data	"SPAWAR Systems Center, Pacific"	6/3/2008	
7380488	Blank firing adapter for combination gas and recoil operated weapon	"U.S. Army Armament Research, Development and Engineering Center"	6/3/2008	
7381311	Filtered cathodic-arc plasma source	Materials & Manufacturing Directorate	6/3/2008	
7373883	Projectile with tail-mounted gas generator assembly	NAVSEA Newport	5/20/2008	
7374597	Synthesis of metal nanoparticle compositions from metallic and ethynyl compounds	Naval Research Laboratory	5/20/2008	
7376535	Wideband matching circuit and method of effectuating same	"SPAWAR Systems Center, Pacific"	5/20/2008	
7372099	Semiconductor device and its manufacturing method	"SPAWAR Systems Center, Pacific"	5/13/2008	
D568437	Firearm mount bracket	"Tank-Automotive Research, Development and Engineering Center"	5/6/2008	
7367464	Pendulation control system with active rider block tagline system for shipboard cranes	NAVSEA Carderock	5/6/2008	
7365650	Underwater RF propagation path	NAVSEA Newport	4/29/2008	
7364881	Biological process for the conversion of nitroarenes to ortho-aminophenols using recombinant E. coli strains	Materials & Manufacturing Directorate	4/29/2008	
7366564	Nonlinear blind demixing of single pixel underlying radiation sources and digital spectrum local thermometer	NAVSEA Dahlgren	4/29/2008	
7364912	Controlling the flow of hydrogen and ammonia from a hydrogen generator during a breakthrough with hydrated copper (II) chloride trap	Air Force Academy	4/29/2008	
7363862	Multi-purpose single initiated tandem warhead	"Army Aviation & Missile Research, Development & Engineering Center"	4/29/2008	
7364692	Metal matrix composite material with high thermal conductivity and low coefficient of thermal expansion	Materials & Manufacturing Directorate	4/29/2008	
7363124	"Disperse, aggregate and disperse (DAD) control strategy for multiple autonomous systems to optimize random search"	NAVSEA Newport	4/22/2008	
7362655	Time-synchronous acoustic signal ranging system and method	NAVSEA Newport	4/22/2008	
7361427	Manifold for a pile configured battery	NAVSEA Newport	4/22/2008	
7360489	Non-lethal cargo projectile	"U.S. Army Armament Research, Development and Engineering Center"	4/22/2008	
7361516	Field of modular multifunctional ligands	Naval Research Laboratory	4/22/2008	
7363172	Method and apparatus for detecting damage in structures	Naval Research Laboratory	4/22/2008	
7361206	Apparatus and method for water vapor removal in an ion mobility spectrometer	NAVSEA Crane	4/22/2008	
7362657	Aquatic object detection and disruption system	"SPAWAR Systems Center, Pacific"	4/22/2008	
7358914	Tapered slot antenna end caps	"SPAWAR Systems Center, Pacific"	4/15/2008	
7357058	Safety latch assembly for use in a weapon breech	"U.S. Army Armament Research, Development and Engineering Center"	4/15/2008	
7358152	Wafer bonding of thinned electronic materials and circuits to high performance substrate	Naval Research Laboratory	4/15/2008	
7355553	Ten inch diameter microstrip antenna	NAVAIR Point Mugu	4/8/2008	
7353740	Rapid adjust muzzle system	"U.S. Army Armament Research, Development and Engineering Center"	4/8/2008	
7354044	Partitioned particulate bullet trap	ERDC Geotechnical and Structures Laboratory	4/8/2008	
7354626	Method for increasing fiber density in electrostatic flocking	NAVSEA Newport	4/8/2008	
7350479	System and method for controlling growth of aquatic plants utilizing bio-eroding means implanted in triploid grass carp	ERDC Information Technology Laboratory	4/1/2008	
7350614	System and method for vehicle cab with landmine protection	"Tank-Automotive Research, Development and Engineering Center"	4/1/2008	
7349087	Method for determining stokes parameters	"Tank-Automotive Research, Development and Engineering Center"	3/25/2008	
7348592	Carbon nanotube apparatus and method of carbon nanotube modification	NAVSEA Dahlgren	3/25/2008	
7348997	Object selection in a computer-generated 3D environment	"SPAWAR Systems Center, Pacific"	3/25/2008	
7348395	Synthesis of oligomeric cyanate esters	Naval Research Laboratory	3/25/2008	
7347906	Variable output and dial-a-yield explosive charges	NAVSEA Indian Head	3/25/2008	
7349806	System and method for extracting optical properties from environmental parameters in water	Naval Research Laboratory	3/25/2008	
7347885	Synthesis of metal nanoparticle compositions from metallic and ethynyl compounds	Naval Research Laboratory	3/25/2008	
7348560	Thermoluminescent reader module	"Army Aviation & Missile Research, Development & Engineering Center"	3/25/2008	
7349292	Increased effective aperture for receive arrays	NAVSEA Newport	3/25/2008	
7347974	"Materials, method and apparatus for detection and monitoring of chemical species"	Naval Research Laboratory	3/25/2008	
7347146	Supercavitating projectile with propulsion and ventilation jet	NAVSEA Newport	3/25/2008	
7348843	Predistortion linearizer using cascaded lower-order linearizers	Naval Research Laboratory	3/25/2008	
7347038	Enhanced fore-aft movement cutting attachment	"Tank-Automotive Research, Development and Engineering Center"	3/25/2008	
7343861	Device and method for producing an infrared emission at a given wavelength	NAVSEA Indian Head	3/18/2008	
7345331	Ferroelectric capacitor circuit for sensing hydrogen gas	Strategic Systems Programs	3/18/2008	
7344760	Wear-resistant electrically conductive body	Strategic Systems Programs	3/18/2008	
7343725	Cutting attachment for vehicle	"Tank-Automotive Research, Development and Engineering Center"	3/18/2008	
7345286	System and method for retrieving ionospheric parameters from disk-viewing ultraviolet airglow data	Naval Research Laboratory	3/18/2008	
7342057	Self-healing coatings using microcapsules to suppress lead dust	ERDC Construction Engineering Research Laboratory	3/11/2008	
7342085	Synthesis of oligomeric cyanate esters	Naval Research Laboratory	3/11/2008	
